X,Y,Z,Radii
-7.870211,14.637962,9.613268,0.37
-8.006052,15.081233,6.47748,0.73
-7.828743,-7.762968,-5.477975,0.77
-8.732445,-6.932191,-4.688665,0.77
-7.178135,-7.132377,-6.078537,0.37
-8.403566,-8.410715,-6.137162,0.37
-7.219602,-8.377828,-4.820219,0.37
-9.457408,-6.265853,-4.055217,0.73
-7.828743,-7.758678,-5.473686,0.77
-8.732445,-6.929331,-4.684376,0.77
-7.178135,-7.123798,-6.077107,0.37
-8.399276,-8.404996,-6.131442,0.37
-7.221032,-8.376398,-4.814497,0.37
-9.457408,-6.262994,-4.050927,0.73
5.036134,-1.620085,-9.813453,0.77
3.877909,-1.000935,-10.451194,0.77
4.764451,-2.598141,-9.424519,0.37
5.383601,-0.995215,-8.994118,0.37
5.839741,-1.735907,-10.536987,0.37
2.949899,-0.506187,-10.96167,0.73
5.031844,-1.620085,-9.817743,0.77
3.875049,-1.000935,-10.452623,0.77
4.760162,-2.596711,-9.428809,0.37
5.380741,-0.996645,-8.996978,0.37
5.826872,-1.737337,-10.538417,0.37
2.945609,-0.504757,-10.96167,0.73
-16.220869,5.39933,-15.268551,0.77
-15.235663,4.32547,-15.172746,0.77
-17.13029,5.024695,-15.728981,0.37
-15.823355,6.210088,-15.873401,0.37
-16.453944,5.778255,-14.276195,0.37
-14.447783,3.464666,-15.095533,0.73
-16.21658,5.39647,-15.265691,0.77
-15.231374,4.32261,-15.168457,0.77
-17.127431,5.024695,-15.726121,0.37
-15.821925,6.208658,-15.876261,0.37
-16.451085,5.772536,-14.274765,0.37
-14.432054,3.451796,-15.088383,0.73
-6.599022,7.775836,11.081782,0.77
-5.759666,8.945501,10.842988,0.77
-7.469836,7.807294,10.431174,0.37
-6.930761,7.764397,12.117035,0.37
-6.035638,6.867845,10.878735,0.37
-5.087611,9.88352,10.65138,0.73
-6.593303,7.781556,11.078923,0.77
-5.755377,8.94979,10.841558,0.77
-7.466976,7.813014,10.425455,0.37
-6.922182,7.767257,12.111316,0.37
-6.029919,6.876424,10.874445,0.37
-5.080462,9.886379,10.64995,0.73
11.898259,-3.506133,2.375076,0.77
11.048894,-2.874115,1.369851,0.77
12.05412,-2.825497,3.207282,0.37
12.859157,-3.760657,1.937524,0.37
11.42353,-4.412694,2.742562,0.37
10.368258,-2.366496,0.564813,0.73
11.89397,-3.503274,2.376506,0.77
11.043174,-2.869825,1.369851,0.77
12.04983,-2.824067,3.205852,0.37
12.859157,-3.756367,1.941814,0.37
11.42067,-4.406974,2.742562,0.37
10.358249,-2.357917,0.564813,0.73
-13.499756,13.682783,-6.876424,0.77
-12.184241,13.398232,-7.442668,0.77
-13.552662,13.303858,-5.85976,0.37
-14.269046,13.203764,-7.475555,0.37
-13.674204,14.756644,-6.866415,0.37
-11.130399,13.170877,-7.895949,0.73
-13.492607,13.682783,-6.876424,0.77
-12.178521,13.398232,-7.442668,0.77
-13.546942,13.306718,-5.85833,0.37
-14.266186,13.200904,-7.475555,0.37
-13.665625,14.753784,-6.867845,0.37
-11.124679,13.169447,-7.897379,0.73
2.824067,14.216139,-9.10994,0.77
2.076225,13.168017,-8.423584,0.77
3.202992,14.932523,-8.386407,0.37
2.174889,14.732335,-9.813453,0.37
3.660563,13.781447,-9.651874,0.37
1.477094,12.327231,-7.873071,0.73
2.816918,14.214709,-9.107081,0.77
2.071936,13.163727,-8.419295,0.77
3.197273,14.928233,-8.390697,0.37
2.16631,14.726616,-9.803444,0.37
3.651983,13.790027,-9.639006,0.37
1.472805,12.318652,-7.86592,0.73
13.002147,5.748227,-0.829346,0.77
11.936867,5.539461,0.14728,0.77
12.750484,5.25062,-1.761646,0.37
13.935877,5.340704,-0.448991,0.37
13.129409,6.812079,-1.016664,0.37
11.083212,5.372162,0.92944,0.73
12.997858,5.751088,-0.825057,0.77
11.932577,5.539461,0.15014,0.77
12.743334,5.254909,-1.755926,0.37
13.928727,5.346424,-0.447561,0.37
13.126549,6.809219,-1.012374,0.37
11.080353,5.370732,0.9323,0.73
-6.044219,9.541771,16.282354,0.77
-6.829238,9.395921,15.061214,0.77
-6.071387,8.615192,16.850028,0.37
-6.454602,10.34395,16.891495,0.37
-5.011825,9.776276,16.033551,0.37
-7.458397,9.280099,14.081728,0.73
-6.044219,9.540342,16.270915,0.77
-6.830667,9.395921,15.055495,0.77
-6.075677,8.613762,16.838589,0.37
-6.446023,10.33823,16.865757,0.37
-5.011825,9.777706,16.020681,0.37
-7.459826,9.280099,14.077438,0.73
3.138647,-7.85591,-13.220923,0.77
1.951824,-7.009405,-13.306718,0.77
3.885058,-7.379751,-12.590334,0.37
3.55475,-8.007482,-14.213278,0.37
2.875544,-8.819668,-12.794811,0.37
1.000935,-6.33163,-13.375354,0.73
3.134357,-7.848761,-13.222353,0.77
1.948964,-7.005115,-13.308148,0.77
3.875049,-7.376891,-12.593194,0.37
3.55046,-8.001762,-14.21757,0.37
2.874114,-8.808229,-12.793382,0.37
0.996645,-6.323051,-13.378214,0.73
11.166147,-10.96882,8.282024,0.77
10.202389,-10.79437,7.198154,0.77
12.139914,-11.221913,7.87021,0.37
10.840128,-11.770997,8.938351,0.37
11.249081,-10.050818,8.855416,0.37
9.430239,-10.652809,6.33163,0.73
11.158997,-10.970249,8.280594,0.77
10.199529,-10.7958,7.198154,0.77
12.128474,-11.216193,7.87164,0.37
10.832979,-11.772426,8.931201,0.37
11.243361,-10.050818,8.856846,0.37
9.42738,-10.654239,6.32877,0.73
-9.829184,11.815325,-0.347468,0.77
-11.076063,12.475941,-0.723533,0.77
-9.235772,11.615137,-1.23544,0.37
-10.046529,10.875875,0.154431,0.37
-9.26008,12.453063,0.324588,0.37
-12.074138,13.005007,-1.025243,0.73
-9.830614,11.822474,-0.343178,0.77
-11.080353,12.480232,-0.722103,0.77
-9.232912,11.622288,-1.23258,0.37
-10.049388,10.890175,0.163011,0.37
-9.26294,12.454493,0.324588,0.37
-12.079857,13.007867,-1.023813,0.73
-2.16345,-12.092726,-11.400651,0.77
-2.771161,-10.79151,-11.136118,0.77
-2.309301,-12.361549,-12.443054,0.37
-2.622449,-12.849147,-10.770062,0.37
-1.096739,-12.05126,-11.190456,0.37
-3.260189,-9.749109,-10.924493,0.73
-2.16631,-12.087007,-11.397791,0.77
-2.775451,-10.78722,-11.134688,0.77
-2.31502,-12.358689,-12.441624,0.37
-2.621019,-12.839138,-10.768632,0.37
-1.101029,-12.05412,-11.181876,0.37
-3.263049,-9.743389,-10.923063,0.73
6.613322,-4.492769,0.070065,0.77
7.273939,-5.290657,1.099599,0.77
5.538031,-4.497059,0.235935,0.37
6.822088,-4.910301,-0.910851,0.37
6.975088,-3.468954,0.105813,0.37
7.804434,-5.929827,1.923225,0.73
6.619041,-4.492769,0.072925,0.77
7.278229,-5.292086,1.102459,0.77
5.55662,-4.491339,0.240224,0.37
6.829238,-4.908872,-0.912281,0.37
6.977948,-3.470384,0.108673,0.37
7.805864,-5.936976,1.934665,0.73
-7.156687,2.62674,-11.392071,0.77
-8.380688,2.888413,-12.144204,0.77
-6.507508,1.967553,-11.962605,0.37
-7.401201,2.15344,-10.444044,0.37
-6.634769,3.560469,-11.199035,0.37
-9.361604,3.097179,-12.747623,0.73
-7.160977,2.62102,-11.393501,0.77
-8.383547,2.886983,-12.148494,0.77
-6.511797,1.958973,-11.961175,0.37
-7.401201,2.146291,-10.448334,0.37
-6.640489,3.55046,-11.200465,0.37
-9.368753,3.095749,-12.757634,0.73
-1.289777,-7.475555,0.670627,0.77
-0.76786,-8.0275,1.917506,0.77
-1.053842,-8.141893,-0.15586,0.37
-0.842216,-6.503218,0.483309,0.37
-2.369356,-7.362592,0.739262,0.37
-0.350328,-8.47077,2.915581,0.73
-1.288347,-7.476985,0.680636,0.77
-0.76786,-8.03036,1.924655,0.77
-1.048123,-8.143323,-0.14728,0.37
-0.846505,-6.504648,0.493318,0.37
-2.366496,-7.365452,0.752131,0.37
-0.350328,-8.47077,2.93131,0.73
9.285818,-6.687677,-11.013146,0.77
10.441183,-7.175276,-10.265305,0.77
8.426444,-6.606172,-10.35253,0.37
9.051313,-7.378321,-11.819615,0.37
9.504594,-5.70962,-11.43497,0.37
11.366333,-7.56707,-9.664743,0.73
9.292968,-6.690537,-11.005997,0.77
10.445473,-7.175276,-10.261015,0.77
8.433593,-6.609032,-10.34395,0.37
9.055603,-7.388332,-11.811035,0.37
9.514604,-5.70962,-11.42639,0.37
11.372053,-7.56421,-9.661884,0.73
8.678108,14.417756,-13.42683,0.77
10.118025,14.193261,-13.341035,0.77
8.450753,15.447289,-13.163727,0.37
8.160482,13.752849,-12.741904,0.37
8.3335,14.224718,-14.439204,0.37
11.27339,14.011663,-13.272401,0.73
8.680967,14.416326,-13.42254,0.77
10.122314,14.191831,-13.338175,0.77
8.453613,15.442999,-13.160868,0.37
8.163341,13.751419,-12.739044,0.37
8.330641,14.218999,-14.432054,0.37
11.277679,14.011663,-13.270971,0.73
-14.635102,-10.35253,-8.888304,0.77
-13.532643,-10.232417,-9.837763,0.77
-15.12985,-11.310568,-9.018426,0.37
-15.354346,-9.55464,-9.057033,0.37
-14.257607,-10.281033,-7.871641,0.37
-12.648961,-10.135183,-10.598474,0.73
-14.635102,-10.355389,-8.892594,0.77
-13.529784,-10.233847,-9.840623,0.77
-15.12699,-11.314858,-9.019856,0.37
-15.351486,-9.55893,-9.058463,0.37
-14.267616,-10.286753,-7.88165,0.37
-12.646101,-10.138043,-10.599903,0.73
2.579553,-13.482596,8.876865,0.77
1.358412,-14.120336,9.361603,0.77
2.478029,-13.249522,7.820163,0.37
3.424628,-14.151793,9.014136,0.37
2.761151,-12.563166,9.42738,0.37
0.380355,-14.630812,9.749109,0.73
2.578123,-13.481166,8.879725,0.77
1.354122,-14.121766,9.364463,0.77
2.476599,-13.246663,7.820163,0.37
3.421768,-14.140354,9.015566,0.37
2.765441,-12.570316,9.433099,0.37
0.373206,-14.637962,9.750538,0.73
-11.918278,12.641811,-11.136118,0.77
-12.96211,11.916848,-11.853932,0.77
-10.943082,12.241437,-11.402081,0.37
-12.065558,12.534567,-10.063687,0.37
-11.952596,13.697083,-11.396361,0.37
-13.798606,11.337736,-12.430185,0.73
-11.922568,12.637521,-11.141838,0.77
-12.967829,11.913988,-11.858221,0.77
-10.954521,12.242867,-11.40494,0.37
-12.072708,12.528848,-10.069408,0.37
-11.954026,13.694222,-11.40494,0.37
-13.811475,11.330586,-12.434475,0.73
-10.159491,9.693342,3.423198,0.77
-9.916407,11.131828,3.484684,0.77
-9.358744,9.162846,3.933675,0.37
-10.19524,9.370183,2.386515,0.37
-11.10609,9.455977,3.903647,0.37
-9.723371,12.284334,3.534731,0.73
-10.156631,9.699062,3.424628,0.77
-9.913547,11.136119,3.483254,0.77
-9.357314,9.168566,3.932245,0.37
-10.192381,9.380193,2.395095,0.37
-11.101801,9.457407,3.903647,0.37
-9.717651,12.290053,3.529011,0.73
-1.55574,-10.055108,-8.038939,0.77
-2.576693,-11.090362,-7.924547,0.77
-1.870318,-9.305837,-8.761043,0.37
-0.61915,-10.49552,-8.370678,0.37
-1.401308,-9.577519,-7.075182,0.37
-3.39603,-11.921138,-7.831602,0.73
-1.560029,-10.055108,-8.043229,0.77
-2.580983,-11.093222,-7.925977,0.77
-1.877468,-9.300117,-8.756753,0.37
-0.62058,-10.49981,-8.374968,0.37
-1.4056,-9.577519,-7.082331,0.37
-3.406039,-11.928288,-7.835892,0.73
1.891767,-8.588023,-3.574768,0.77
2.492328,-9.837763,-3.114339,0.77
1.136776,-8.79822,-4.328329,0.37
2.658198,-7.948855,-4.006601,0.37
1.427048,-8.071827,-2.739702,0.37
2.972777,-10.838698,-2.745423,0.73
1.893197,-8.592313,-3.574768,0.77
2.493759,-9.839193,-3.112909,0.77
1.143926,-8.79965,-4.328329,0.37
2.658198,-7.953144,-4.008031,0.37
1.427048,-8.078976,-2.742561,0.37
2.975637,-10.840128,-2.742561,0.73
6.154321,1.747347,-15.261401,0.77
6.374527,1.6973,-13.818624,0.77
5.116209,1.512842,-15.484467,0.37
6.79778,1.023814,-15.756149,0.37
6.383106,2.741132,-15.636037,0.37
6.548976,1.657263,-12.66183,0.73
6.151462,1.750207,-15.252822,0.77
6.373097,1.70016,-13.812905,0.77
5.113349,1.518562,-15.478748,0.37
6.79063,1.023814,-15.74328,0.37
6.381676,2.742562,-15.623168,0.37
6.547546,1.661552,-12.651821,0.73
2.595282,-11.477866,-6.693397,0.77
1.256889,-11.934007,-6.33306,0.77
2.553814,-10.448334,-7.038005,0.37
2.995656,-12.102736,-7.488424,0.37
3.253039,-11.537923,-5.829733,0.37
0.183028,-12.298634,-6.044219,0.73
2.588132,-11.477866,-6.699116,0.77
1.251169,-11.934007,-6.33449,0.77
2.546665,-10.458343,-7.042294,0.37
2.985647,-12.097016,-7.504155,0.37
3.24446,-11.530774,-5.832592,0.37
0.173019,-12.300064,-6.044219,0.73
10.780072,1.723038,-7.376891,0.77
11.209044,3.009955,-7.915967,0.77
10.266735,1.873179,-6.430294,0.37
11.645166,1.0853,-7.215312,0.37
10.105156,1.23544,-8.074687,0.37
11.552221,4.040918,-8.349228,0.73
10.784361,1.724468,-7.381181,0.77
11.211904,3.012815,-7.920257,0.77
10.269594,1.864599,-6.438873,0.37
11.649455,1.0853,-7.218172,0.37
10.109445,1.24259,-8.076116,0.37
11.556511,4.050928,-8.354948,0.73
13.968765,-7.622835,6.965079,0.77
14.452074,-7.175276,5.662433,0.77
13.914428,-6.779192,7.648575,0.37
14.646541,-8.367819,7.374032,0.37
12.979269,-8.061818,6.863555,0.37
14.839578,-6.816369,4.618601,0.73
13.971625,-7.618546,6.956499,0.77
14.453504,-7.172416,5.655283,0.77
13.912999,-6.769181,7.638565,0.37
14.650831,-8.363529,7.358303,0.37
12.987849,-8.060388,6.856406,0.37
14.836719,-6.814939,4.608591,0.73
7.050873,13.73712,-3.341693,0.77
8.433593,13.874391,-3.790684,0.77
7.022275,13.634166,-2.260684,0.37
6.603312,12.856297,-3.794974,0.37
6.47891,14.615084,-3.630535,0.37
9.541771,13.985924,-4.149591,0.73
7.055163,13.73426,-3.344553,0.77
8.439313,13.874391,-3.790684,0.77
7.025135,13.634166,-2.264974,0.37
6.606172,12.856297,-3.797834,0.37
6.48606,14.602214,-3.624816,0.37
9.547491,13.984494,-4.148161,0.73
-11.706652,-5.692462,-9.187154,0.77
-10.389707,-6.317331,-9.098501,0.77
-12.032671,-5.376452,-8.199088,0.37
-12.424465,-6.401694,-9.58896,0.37
-11.660895,-4.824508,-9.840623,0.37
-9.334436,-6.817799,-9.027005,0.73
-11.703792,-5.689602,-9.190014,0.77
-10.385417,-6.317331,-9.099931,0.77
-12.031241,-5.373592,-8.204808,0.37
-12.423035,-6.398835,-9.590389,0.37
-11.663755,-4.821649,-9.842053,0.37
-9.327285,-6.816369,-9.029865,0.73
-6.568995,8.117584,-2.798329,0.77
-6.057088,7.371173,-1.654404,0.77
-5.875489,8.914042,-3.058572,0.37
-7.534182,8.552276,-2.553815,0.37
-6.683387,7.454107,-3.651984,0.37
-5.646704,6.772041,-0.736402,0.73
-6.563275,8.116154,-2.796899,0.77
-6.054228,7.365453,-1.648684,0.77
-5.875489,8.915472,-3.057142,0.37
-7.524173,8.555136,-2.558104,0.37
-6.677668,7.452677,-3.644834,0.37
-5.646704,6.764892,-0.726393,0.73
14.279055,1.005225,-9.73338,0.77
15.475888,0.789309,-10.539846,0.77
14.013092,2.060496,-9.741959,0.37
14.464943,0.694935,-8.708135,0.37
13.451138,0.427542,-10.135183,0.37
16.435356,0.61486,-11.187596,0.73
14.283345,1.006655,-9.73624,0.77
15.481607,0.792169,-10.544136,0.77
14.020242,2.061926,-9.747679,0.37
14.462083,0.689215,-8.715285,0.37
13.455429,0.427542,-10.132324,0.37
16.443935,0.62058,-11.197605,0.73
-5.838312,-10.323932,-13.100811,0.77
-5.475116,-11.733819,-13.218063,0.77
-5.86977,-10.037949,-12.05269,0.37
-6.816369,-10.158061,-13.545512,0.37
-5.10477,-9.707642,-13.614149,0.37
-5.183413,-12.862016,-13.312437,0.73
-5.838312,-10.329651,-13.096521,0.77
-5.473686,-11.740969,-13.216633,0.77
-5.875489,-10.040809,-12.0484,0.37
-6.807789,-10.159491,-13.538363,0.37
-5.107629,-9.710502,-13.611289,0.37
-5.177694,-12.879176,-13.300998,0.73
-6.940771,-1.186824,7.003686,0.77
-8.127594,-1.398449,6.18006,0.77
-6.121433,-0.830777,6.384536,0.37
-6.649068,-2.121982,7.476986,0.37
-7.150967,-0.448992,7.774406,0.37
-9.079911,-1.568609,5.520872,0.73
-6.9422,-1.186824,6.999396,0.77
-8.130454,-1.398449,6.1772,0.77
-6.124293,-0.836496,6.385966,0.37
-6.6505,-2.121982,7.469836,0.37
-7.146678,-0.440412,7.770117,0.37
-9.082771,-1.568609,5.516583,0.73
12.081287,8.246276,-4.62575,0.77
12.859157,8.731014,-5.762526,0.77
11.020296,8.33636,-4.840237,0.37
12.317222,8.833968,-3.742068,0.37
12.318652,7.203873,-4.432712,0.37
13.481167,9.119949,-6.673378,0.73
12.084147,8.246276,-4.62718,0.77
12.862017,8.732444,-5.765386,0.77
11.021726,8.33922,-4.838807,0.37
12.317222,8.829678,-3.746358,0.37
12.320082,7.202443,-4.432712,0.37
13.486886,9.122809,-6.676238,0.73
14.713747,8.579445,13.388222,0.77
15.225654,8.725295,14.748065,0.77
13.721391,9.018426,13.319587,0.37
14.65512,7.525603,13.127979,0.37
15.374364,9.082772,12.687568,0.37
15.636037,8.842547,15.837654,0.73
14.713747,8.575155,13.395373,0.77
15.227084,8.725295,14.753784,0.77
13.721391,9.014136,13.328166,0.37
14.65798,7.524173,13.133699,0.37
15.370074,9.065613,12.697577,0.37
15.636037,8.846837,15.846234,0.73
-10.767202,-3.530441,2.409394,0.77
-9.716221,-4.474181,2.77688,0.77
-10.405435,-2.861244,1.632954,0.37
-11.054615,-2.944179,3.278778,0.37
-11.635155,-4.069516,2.040478,0.37
-8.872576,-5.232031,3.071441,0.73
-10.761482,-3.530441,2.407964,0.77
-9.710502,-4.47847,2.77831,0.77
-10.404006,-2.864104,1.634384,0.37
-11.051755,-2.942749,3.273058,0.37
-11.628006,-4.068086,2.036188,0.37
-8.869716,-5.2449,3.077161,0.73
8.64665,-13.692792,14.107466,0.77
8.32492,-12.507401,14.898205,0.77
9.696202,-13.947316,14.237587,0.37
8.455043,-13.496896,13.056484,0.37
8.03465,-14.530719,14.430625,0.37
8.067537,-11.557942,15.531654,0.73
8.64808,-13.688503,14.113185,0.77
8.32492,-12.501679,14.902494,0.77
9.701921,-13.943026,14.241877,0.37
8.453613,-13.499756,13.066493,0.37
8.03322,-14.523569,14.432055,0.37
8.071827,-11.549362,15.538804,0.73
-6.172911,-2.239234,3.360282,0.77
-6.00847,-3.351702,4.291152,0.77
-7.203873,-1.894628,3.376011,0.37
-5.921247,-2.560964,2.352198,0.37
-5.519442,-1.418469,3.644834,0.37
-5.875489,-4.242536,5.037564,0.73
-6.172911,-2.244954,3.364572,0.77
-6.00704,-3.355993,4.295442,0.77
-7.203873,-1.898918,3.378871,0.37
-5.919817,-2.566684,2.356487,0.37
-5.520872,-1.435627,3.647694,0.37
-5.878349,-4.251115,5.040423,0.73
-14.093168,11.42067,14.992579,0.77
-13.72282,12.793382,15.327177,0.77
-13.222353,10.885884,14.622233,0.37
-14.862457,11.42353,14.224718,0.37
-14.473523,10.914483,15.876261,0.37
-13.42683,13.89298,15.596,0.73
-14.088876,11.427819,14.996869,0.77
-13.71996,12.800531,15.328607,0.77
-13.215203,10.891605,14.626523,0.37
-14.859598,11.42639,14.239017,0.37
-14.472093,10.924492,15.877691,0.37
-13.418251,13.910139,15.59886,0.73
15.408682,14.371999,8.593743,0.77
14.612224,14.720896,7.421219,0.77
15.305729,13.311008,8.806799,0.37
15.066934,14.942532,9.454548,0.37
16.455374,14.597924,8.412145,0.37
13.974485,14.999728,6.48177,0.73
15.404392,14.376289,8.586594,0.77
14.609363,14.723756,7.416929,0.77
15.297149,13.321017,8.7925,0.37
15.062644,14.942532,9.448828,0.37
16.449655,14.600784,8.402136,0.37
13.973055,15.005448,6.47462,0.73
-13.418251,7.189574,-13.418251,0.77
-14.615084,7.163836,-12.581755,0.77
-12.537428,7.311116,-12.794811,0.37
-13.476876,8.01749,-14.118906,0.37
-13.335316,6.258704,-13.973056,0.37
-15.574552,7.143817,-11.912559,0.73
-13.42969,7.185285,-13.413961,0.77
-14.622233,7.160976,-12.578895,0.77
-12.546007,7.313976,-12.791952,0.37
-13.486887,8.01606,-14.111756,0.37
-13.349614,6.252985,-13.971626,0.37
-15.584561,7.140957,-11.906839,0.73
6.115714,10.597044,-16.04928,0.77
5.835452,11.27053,-14.783812,0.77
5.293517,10.760053,-16.741355,0.37
6.234396,9.530332,-15.880551,0.37
7.030854,10.991698,-16.483972,0.37
5.612386,11.809605,-13.770008,0.73
6.115714,10.602763,-16.040701,0.77
5.835452,11.27196,-14.776663,0.77
5.294947,10.762912,-16.732776,0.37
6.234396,9.541771,-15.867682,0.37
7.032285,10.995987,-16.476823,0.37
5.609527,11.809605,-13.758569,0.73
6.074246,13.020736,3.417479,0.77
7.199584,12.119895,3.651983,0.77
6.358798,13.784307,2.696805,0.37
5.786835,13.501185,4.348349,0.37
5.227741,12.461642,3.027114,0.37
8.100425,11.397792,3.840731,0.73
6.079966,13.017876,3.416049,0.77
7.202443,12.117035,3.651983,0.77
6.363088,13.780017,2.701095,0.37
5.795415,13.496895,4.344058,0.37
5.229171,12.458783,3.027114,0.37
8.104715,11.396362,3.839301,0.73
7.592808,-5.342134,12.943521,0.77
7.731509,-4.495629,11.762418,0.77
6.583294,-5.741078,12.994998,0.37
7.790135,-4.757302,13.840074,0.37
8.299182,-6.165761,12.894904,0.37
7.841612,-3.817852,10.814389,0.73
7.594238,-5.336415,12.942091,0.77
7.731509,-4.492769,11.758128,0.77
6.589013,-5.735358,12.987849,0.37
7.792995,-4.750152,13.837214,0.37
8.293463,-6.16147,12.897764,0.37
7.841612,-3.816422,10.80867,0.73
5.856901,-8.276304,-1.035252,0.77
6.102845,-7.522743,-2.260684,0.77
5.314966,-9.190014,-1.266897,0.37
5.266349,-7.677173,-0.347468,0.37
6.802069,-8.533687,-0.561954,0.37
6.300172,-6.917892,-3.243031,0.73
5.85976,-8.273444,-1.039544,0.77
6.102845,-7.518454,-2.264974,0.77
5.316395,-9.185724,-1.268327,0.37
5.274928,-7.681462,-0.351757,0.37
6.800639,-8.529398,-0.567674,0.37
6.297312,-6.910743,-3.24732,0.73
8.653799,-2.808338,3.777815,0.77
9.228622,-3.539021,4.903152,0.77
9.045594,-1.794534,3.757796,0.37
7.571359,-2.769731,3.879339,0.37
8.905463,-3.305946,2.845516,0.37
9.690482,-4.123853,5.805424,0.73
8.658089,-2.808338,3.782105,0.77
9.231482,-3.539021,4.906012,0.77
9.049883,-1.797394,3.760656,0.37
7.578509,-2.766871,3.883628,0.37
8.914042,-3.305946,2.848376,0.37
9.691912,-4.123853,5.808284,0.73
0.544795,-3.172964,-10.781501,0.77
1.567179,-3.361713,-9.757688,0.77
0.474729,-4.062366,-11.402081,0.37
0.802178,-2.32217,-11.4078,0.37
-0.418963,-2.989937,-10.313923,0.37
2.387945,-3.514713,-8.936921,0.73
0.547655,-3.174394,-10.775781,0.77
1.572898,-3.363143,-9.753398,0.77
0.479019,-4.063796,-11.392071,0.37
0.803608,-2.329319,-11.400651,0.37
-0.414673,-2.989937,-10.311063,0.37
2.400814,-3.514713,-8.928341,0.73
-7.870211,2.683936,6.473191,0.77
-8.833967,2.046197,7.366883,0.77
-6.94935,2.106254,6.453172,0.37
-7.652865,3.689161,6.823518,0.37
-8.277734,2.738273,5.467966,0.37
-9.604688,1.53572,8.083266,0.73
-7.875931,2.676787,6.47891,0.77
-8.836827,2.041908,7.369743,0.77
-6.959359,2.100534,6.471761,0.37
-7.652865,3.682011,6.823518,0.37
-8.290603,2.729693,5.469396,0.37
-9.610408,1.532861,8.088986,0.73
3.533301,-7.429799,6.140022,0.77
4.911732,-7.628557,6.579004,0.77
3.500413,-7.336854,5.057582,0.37
3.131497,-6.523237,6.587583,0.37
2.922731,-8.276304,6.443162,0.37
6.01562,-7.787276,6.929331,0.73
3.537591,-7.426939,6.141452,0.77
4.914592,-7.627127,6.580434,0.77
3.501843,-7.333995,5.057582,0.37
3.137217,-6.521807,6.586153,0.37
2.92702,-8.273444,6.444592,0.37
6.01848,-7.784416,6.930761,0.73
-2.329319,-7.23819,-12.49739,0.77
-2.560964,-8.289173,-13.484027,0.77
-2.282133,-6.271573,-12.993567,0.37
-1.391299,-7.41979,-11.979764,0.37
-3.140077,-7.226751,-11.772426,0.37
-2.745423,-9.131389,-14.274765,0.73
-2.330749,-7.24105,-12.503109,0.77
-2.562394,-8.292033,-13.491177,0.77
-2.283563,-6.278722,-12.999289,0.37
-1.392729,-7.41979,-11.981193,0.37
-3.140077,-7.226751,-11.778148,0.37
-2.749713,-9.135678,-14.283345,0.73
-5.786834,8.896884,-9.601829,0.77
-5.09905,9.294398,-8.376398,0.77
-6.641919,8.272014,-9.358744,0.37
-5.107629,8.33779,-10.239567,0.37
-6.130012,9.779136,-10.136613,0.37
-4.548535,9.611838,-7.394052,0.73
-5.781115,8.899744,-9.593249,0.77
-5.09476,9.295827,-8.372108,0.77
-6.644779,8.273444,-9.350165,0.37
-5.09762,8.34351,-10.229558,0.37
-6.118573,9.776276,-10.120884,0.37
-4.542815,9.613268,-7.382613,0.73
-6.051369,1.070999,-0.051477,0.77
-6.813509,-0.163009,0.120112,0.77
-5.480835,1.026673,-0.975197,0.37
-5.369302,1.202552,0.783589,0.37
-6.729144,1.920366,-0.092944,0.37
-7.422649,-1.151075,0.257383,0.73
-6.055658,1.069569,-0.052907,0.77
-6.817799,-0.167298,0.120112,0.77
-5.482265,1.028103,-0.968047,0.37
-5.373592,1.199693,0.77358,0.37
-6.729144,1.920366,-0.098664,0.37
-7.434089,-1.153934,0.254524,0.73
0.726393,-15.222794,4.01804,0.77
1.488534,-15.490187,5.233461,0.77
0.689215,-16.116486,3.40175,0.37
1.199692,-14.422045,3.456086,0.37
-0.287411,-14.925372,4.273993,0.37
2.099104,-15.706102,6.208658,0.73
0.724963,-15.229944,4.025189,0.77
1.489963,-15.493046,5.239181,0.77
0.689215,-16.122205,3.408899,0.37
1.198262,-14.432054,3.464666,0.37
-0.287411,-14.936811,4.282572,0.37
2.113403,-15.713252,6.218667,0.73
14.632242,14.013092,-13.403952,0.77
14.597924,15.461588,-13.589839,0.77
13.635597,13.648466,-13.170877,0.37
15.302869,13.762859,-12.586044,0.37
14.984,13.531214,-14.313372,0.37
14.570756,16.621243,-13.739981,0.73
14.635102,14.021672,-13.401092,0.77
14.599354,15.471598,-13.589839,0.77
13.647036,13.654186,-13.166587,0.37
15.301439,13.767148,-12.586044,0.37
14.992579,13.535503,-14.304793,0.37
14.579335,16.634112,-13.737121,0.73
-13.637027,8.269155,0.318869,0.77
-13.654186,9.603257,0.913711,0.77
-14.057419,8.307762,-0.683496,0.37
-14.227579,7.588518,0.92515,0.37
-12.616072,7.901669,0.261673,0.37
-13.668484,10.671399,1.38987,0.73
-13.642746,8.272014,0.318869,0.77
-13.655615,9.607547,0.915141,0.77
-14.058849,8.307762,-0.687785,0.37
-14.230439,7.589948,0.92086,0.37
-12.638952,7.901669,0.268823,0.37
-13.669914,10.677118,1.38987,0.73
3.051422,14.000222,1.281197,0.77
1.951824,14.770943,0.709234,0.77
3.975142,14.567896,1.209702,0.37
3.167245,13.065063,0.737832,0.37
2.846946,13.781447,2.325029,0.37
1.069571,15.390093,0.251664,0.73
3.045703,13.997363,1.281197,0.77
