X,Y,Z,Radii
1.946104,14.772373,0.709234,0.77
3.969423,14.553598,1.211132,0.37
3.162955,13.065063,0.740692,0.37
2.841226,13.782877,2.325029,0.37
1.060991,15.392952,0.248804,0.73
2.815488,-12.598913,12.691858,0.77
3.807843,-12.598913,13.762859,0.77
2.00759,-13.28384,12.937802,0.37
3.278778,-12.914924,11.760988,0.37
2.409394,-11.599408,12.564596,0.37
4.602872,-12.598913,14.620803,0.73
2.819777,-12.598913,12.694717,0.77
3.812133,-12.598913,13.765719,0.77
2.01188,-13.28241,12.939232,0.37
3.278778,-12.914924,11.759558,0.37
2.412254,-11.602268,12.568886,0.37
4.611451,-12.601773,14.626523,0.73
-12.431615,-2.325029,-8.523678,0.77
-12.374417,-0.867954,-8.465051,0.77
-11.503604,-2.713964,-8.935491,0.37
-13.258102,-2.63675,-9.157127,0.37
-12.574605,-2.731122,-7.525603,0.37
-12.328661,0.30028,-8.419295,0.73
-12.433045,-2.31931,-8.529398,0.77
-12.374417,-0.862234,-8.466481,0.77
-11.510754,-2.708244,-8.93835,0.37
-13.258102,-2.63103,-9.161416,0.37
-12.574605,-2.718253,-7.547051,0.37
-12.327231,0.307429,-8.420724,0.73
10.927352,-14.575045,7.472696,0.77
10.913053,-15.008308,8.866855,0.77
11.187595,-13.521204,7.418359,0.37
9.945006,-14.722327,7.030854,0.37
11.659465,-15.151298,6.913602,0.37
10.900184,-15.355775,9.985043,0.73
10.924492,-14.579335,7.479845,0.77
10.913053,-15.009738,8.871145,0.77
11.177586,-13.522634,7.432659,0.37
9.945006,-14.726617,7.036574,0.37
11.649455,-15.161307,6.919322,0.37
10.903044,-15.358635,9.987903,0.73
-12.554587,14.267616,2.224936,0.77
-13.502616,15.094102,2.968488,0.77
-12.405877,14.682289,1.23115,0.37
-12.939232,13.255241,2.134852,0.37
-11.600838,14.240447,2.746852,0.37
-14.263326,15.756149,3.561899,0.73
-12.556017,14.274765,2.227796,0.77
-13.506906,15.096962,2.969918,0.77
-12.401587,14.690868,1.23544,0.37
-12.943521,13.26525,2.139141,0.37
-11.605128,14.250457,2.743992,0.37
-14.270476,15.760439,3.566189,0.73
-10.614202,-12.127044,2.856955,0.77
-9.940715,-12.556017,4.079526,0.77
-10.092287,-11.276249,2.426553,0.37
-11.638015,-11.839633,3.08145,0.37
-10.624212,-12.939232,2.134852,0.37
-9.401641,-12.899195,5.059012,0.73
-10.609913,-12.134193,2.858385,0.77
-9.933566,-12.558877,4.082386,0.77
-10.090857,-11.284828,2.433702,0.37
-11.633726,-11.846782,3.070011,0.37
-10.622782,-12.949241,2.136282,0.37
-9.393061,-12.903484,5.059012,0.73
-9.955016,-0.032888,-14.959692,0.77
-8.522248,0.142991,-14.736626,0.77
-10.128034,-0.92801,-15.551672,0.37
-10.35253,0.827916,-15.491616,0.37
-10.468352,-0.130122,-14.007373,0.37
-7.374031,0.283122,-14.557886,0.73
-9.946437,-0.034318,-14.961121,0.77
-8.516529,0.140131,-14.736626,0.77
-10.118025,-0.92658,-15.555961,0.37
-10.34252,0.823627,-15.494476,0.37
-10.459773,-0.131551,-14.005943,0.37
-7.366882,0.278832,-14.555027,0.73
-14.958262,-1.331244,-2.415114,0.77
-14.399167,-0.100094,-2.962768,0.77
-14.406317,-2.187758,-2.794039,0.37
-16.002093,-1.422758,-2.706814,0.37
-14.892485,-1.318375,-1.329814,0.37
-13.950176,0.887974,-3.40175,0.73
-14.962551,-1.322665,-2.413684,0.77
-14.399167,-0.091515,-2.964197,0.77
-14.414896,-2.174889,-2.78403,0.37
-16.002093,-1.415609,-2.705384,0.37
-14.901064,-1.312655,-1.329814,0.37
-13.950176,0.895123,-3.40175,0.73
-15.300008,-3.55189,4.153881,0.77
-14.8024,-3.767806,2.798329,0.77
-15.205636,-2.502339,4.418414,0.37
-14.725187,-4.148161,4.857395,0.37
-16.346701,-3.84073,4.213937,0.37
-14.403457,-3.940824,1.711599,0.73
-15.302868,-3.55189,4.145301,0.77
-14.80383,-3.767806,2.792609,0.77
-15.204206,-2.502339,4.408405,0.37
-14.730906,-4.151021,4.847386,0.37
-16.350991,-3.84073,4.205358,0.37
-14.404887,-3.939394,1.70159,0.73
-15.134139,-10.711436,5.855471,0.77
-14.053129,-11.557942,5.362153,0.77
-14.926802,-9.671893,5.616676,0.37
-15.222794,-10.81725,6.933621,0.37
-16.073588,-11.003137,5.392181,0.37
-13.185176,-12.235717,4.967498,0.73
-15.13128,-10.711436,5.85976,0.77
-14.05027,-11.562231,5.365012,0.77
-14.929662,-9.669033,5.626685,0.37
-15.214215,-10.81725,6.933621,0.37
-16.069299,-11.001707,5.392181,0.37
-13.182316,-12.240006,4.967498,0.73
-6.1772,12.125615,8.008911,0.77
-7.41979,11.738109,8.670958,0.77
-6.174341,13.196615,7.828743,0.37
-6.087116,11.605128,7.059452,0.37
-5.327835,11.868232,8.636641,0.37
-8.415005,11.427819,9.201454,0.73
-6.18149,12.124185,8.008911,0.77
-7.424079,11.738109,8.672388,0.77
-6.18149,13.199475,7.827313,0.37
-6.089976,11.603698,7.063743,0.37
-5.330695,11.865371,8.629491,0.37
-8.420724,11.42496,9.202884,0.73
8.372107,-7.768687,-16.116486,0.77
8.314911,-6.920752,-14.928232,0.77
9.270089,-7.542762,-16.687019,0.37
7.499864,-7.587088,-16.739925,0.37
8.389267,-8.815378,-15.824784,0.37
8.269155,-6.242975,-13.975915,0.73
8.373537,-7.767257,-16.110766,0.77
8.317771,-6.920752,-14.925372,0.77
9.26437,-7.542762,-16.674149,0.37
7.501294,-7.587088,-16.735636,0.37
8.393557,-8.811089,-15.817635,0.37
8.272014,-6.242975,-13.973056,0.73
2.978497,-14.300503,-2.187758,0.77
1.620085,-13.764289,-2.226365,0.77
3.039983,-15.191337,-2.805478,0.37
3.24303,-14.557886,-1.165375,0.37
3.679152,-13.558381,-2.560964,0.37
0.531926,-13.335316,-2.257825,0.73
2.971348,-14.301933,-2.186329,0.77
1.611506,-13.761429,-2.223506,0.77
3.031404,-15.199916,-2.802618,0.37
3.233021,-14.562176,-1.173955,0.37
3.677722,-13.555522,-2.553815,0.37
0.514767,-13.321017,-2.244954,0.73
9.067043,4.003741,-15.840514,0.77
10.080847,3.647694,-14.851018,0.77
9.298687,3.529011,-16.789972,0.37
9.048454,5.081891,-15.976355,0.37
8.088986,3.669142,-15.504485,0.37
10.893035,3.364572,-14.057419,0.73
9.072762,4.003741,-15.829074,0.77
10.083706,3.647694,-14.845299,0.77
9.311557,3.54617,-16.771383,0.37
9.059894,5.079031,-15.969206,0.37
8.084697,3.661993,-15.490187,0.37
10.895895,3.363142,-14.053129,0.73
-4.773031,-3.08431,-2.918441,0.77
-5.186275,-3.963702,-4.006601,0.77
-3.70203,-2.914151,-2.968487,0.37
-5.016115,-3.54331,-1.961833,0.37
-5.289227,-2.130561,-2.995657,0.37
-5.518012,-4.670077,-4.880274,0.73
-4.77589,-3.088599,-2.919871,0.77
-5.187705,-3.969424,-4.01089,0.77
-3.704889,-2.917011,-2.969917,0.37
-5.020404,-3.54331,-1.966122,0.37
-5.290657,-2.137712,-2.992797,0.37
-5.516582,-4.678656,-4.887423,0.73
-15.990654,-6.719135,13.73283,0.77
-15.475888,-5.936976,14.852447,0.77
-15.485897,-7.680033,13.691363,0.37
-15.819065,-6.18578,12.801961,0.37
-17.058795,-6.883573,13.857232,0.37
-15.062643,-5.309247,15.750429,0.73
-15.986364,-6.716275,13.741409,0.77
-15.471598,-5.934116,14.859598,0.77
-15.487327,-7.678603,13.699943,0.37
-15.813345,-6.18292,12.80625,0.37
-17.045925,-6.885003,13.871531,0.37
-15.056924,-5.303526,15.757579,0.73
-9.08992,0.674916,3.293077,0.77
-9.498875,1.631524,2.269263,0.77
-9.56179,-0.285981,3.110049,0.37
-9.387342,1.036683,4.273993,0.37
-8.008912,0.550514,3.273058,0.37
-9.826324,2.396525,1.447066,0.73
-9.092782,0.677776,3.287357,0.77
-9.500305,1.632954,2.264973,0.77
-9.56465,-0.284552,3.100039,0.37
-9.390202,1.045262,4.272563,0.37
-8.018921,0.547655,3.265908,0.37
-9.829184,2.397955,1.442777,0.73
-11.464997,4.113844,11.412091,0.77
-10.416874,5.110489,11.220483,0.77
-12.365838,4.419844,10.884455,0.37
-11.690923,4.01661,12.471652,0.37
-11.137548,3.151516,11.028876,0.37
-9.576089,5.909807,11.066053,0.73
-11.464997,4.116703,11.409231,0.77
-10.412585,5.114779,11.219053,0.77
-12.362979,4.415554,10.881595,0.37
-11.689493,4.01947,12.465932,0.37
-11.140408,3.154376,11.021726,0.37
-9.570369,5.914097,11.061763,0.73
15.244243,6.746303,-8.569434,0.77
15.305729,5.685312,-7.56707,0.77
14.753784,6.375957,-9.465988,0.37
16.249467,7.072322,-8.822528,0.37
14.683719,7.591378,-8.1805,0.37
15.355775,4.837377,-6.763461,0.73
15.248532,6.739153,-8.568005,0.77
15.308588,5.681022,-7.56421,0.77
14.759504,6.370237,-9.467417,0.37
16.250897,7.065172,-8.819668,0.37
14.693728,7.584229,-8.18336,0.37
15.355775,4.830227,-6.759171,0.73
-4.48848,3.663423,-1.967552,0.77
-3.457515,3.054282,-1.132486,0.77
-4.366937,4.744433,-1.970412,0.37
-5.472256,3.417479,-1.575758,0.37
-4.406974,3.293077,-2.985646,0.37
-2.63246,2.565254,-0.46329,0.73
-4.48562,3.660563,-1.963263,0.77
-3.456085,3.051422,-1.128196,0.77
-4.362648,4.740143,-1.970412,0.37
-5.470826,3.413189,-1.571468,0.37
-4.405544,3.293077,-2.984216,0.37
-2.628171,2.563824,-0.456141,0.73
-10.575596,-15.081234,-0.288841,0.77
-11.25623,-13.795746,-0.414672,0.77
-9.577519,-15.012597,-0.714954,0.37
-11.136118,-15.847663,-0.816478,0.37
-10.49552,-15.355775,0.75928,0.37
-11.802456,-12.766214,-0.516196,0.73
-10.578455,-15.076944,-0.285981,0.77
-11.25909,-13.794316,-0.414672,0.77
-9.58038,-15.006878,-0.714954,0.37
-11.137548,-15.839084,-0.812188,0.37
-10.502669,-15.352916,0.76214,0.37
-11.803886,-12.764784,-0.516196,0.73
-9.205743,6.32305,-9.287248,0.77
-9.445967,4.884563,-9.354455,0.77
-9.478856,6.696256,-8.303472,0.37
-9.804874,6.830667,-10.039379,0.37
-8.154762,6.533247,-9.468847,0.37
-9.636146,3.732058,-9.40879,0.73
-9.205743,6.32019,-9.288678,0.77
-9.445967,4.878844,-9.354455,0.77
-9.477427,6.696256,-8.309192,0.37
-9.799155,6.829238,-10.040809,0.37
-8.159052,6.536106,-9.468847,0.37
-9.639006,3.722049,-9.41022,0.73
1.601496,-0.746411,-15.390093,0.77
2.92702,-1.175385,-14.955402,0.77
1.69158,0.102952,-16.062149,0.37
1.006655,-0.456141,-14.527859,0.37
1.101029,-1.560029,-15.909149,0.37
3.989442,-1.519991,-14.606504,0.73
1.607216,-0.749271,-15.388663,0.77
2.93274,-1.178244,-14.956832,0.77
1.69587,0.101522,-16.05643,0.37
1.006655,-0.459001,-14.529289,0.37
1.113898,-1.561459,-15.902,0.37
3.993731,-1.52285,-14.609364,0.73
8.914042,-9.40879,10.383987,0.77
8.529398,-10.712866,10.915913,0.77
9.937856,-9.181435,10.669969,0.37
8.254855,-8.640931,10.778642,0.37
8.839687,-9.41594,9.298687,0.37
8.220538,-11.756698,11.343455,0.73
8.914042,-9.41737,10.379697,0.77
8.526538,-10.718586,10.915913,0.77
9.934997,-9.192874,10.65996,0.37
8.263434,-8.64808,10.770063,0.37
8.841117,-9.424519,9.298687,0.37
8.211958,-11.762417,11.343455,0.73
-8.635211,-3.238741,-6.205798,0.77
-7.893089,-2.154871,-5.56949,0.77
-8.925481,-2.945609,-7.211023,0.37
-9.528902,-3.463235,-5.628115,0.37
-8.016061,-4.131003,-6.261564,0.37
-7.298248,-1.286917,-5.057582,0.73
-8.633781,-3.234451,-6.202938,0.77
-7.893089,-2.152011,-5.5652,0.77
-8.928341,-2.939889,-7.208163,0.37
-9.520323,-3.453226,-5.629545,0.37
-8.014631,-4.129573,-6.258704,0.37
-7.296818,-1.281198,-5.050432,0.73
-13.311008,5.183414,-2.743991,0.77
-14.369139,5.919816,-3.430348,0.77
-12.387288,5.24776,-3.314525,0.37
-13.594129,4.139582,-2.643899,0.37
-13.147999,5.605237,-1.755926,0.37
-15.217075,6.508938,-3.979433,0.73
-13.311008,5.189134,-2.751143,0.77
-14.370569,5.924106,-3.431777,0.77
-12.385858,5.24919,-3.321674,0.37
-13.594129,4.145301,-2.656768,0.37
-13.152288,5.612386,-1.761645,0.37
-15.219935,6.518948,-3.979433,0.73
-8.80108,-4.099545,-1.677282,0.77
-8.239127,-5.320686,-1.106748,0.77
-8.147613,-3.25733,-1.459935,0.37
-9.780566,-3.909367,-1.248309,0.37
-8.896884,-4.203927,-2.755432,0.37
-7.790136,-6.298743,-0.649177,0.73
-8.79679,-4.100975,-1.672992,0.77
-8.234836,-5.323546,-1.103888,0.77
-8.143323,-3.263049,-1.461365,0.37
-9.784856,-3.913656,-1.242589,0.37
-8.889734,-4.196777,-2.748283,0.37
-7.781556,-6.304462,-0.646318,0.73
4.577133,-6.640489,10.299623,0.77
5.576639,-7.371172,11.071772,0.77
3.616236,-6.686247,10.80581,0.37
4.47847,-7.083761,9.311557,0.37
4.875984,-5.600947,10.195239,0.37
6.378817,-7.957434,11.690923,0.73
4.581423,-6.646209,10.298193,0.77
5.580928,-7.374031,11.074633,0.77
3.621955,-6.690537,10.80438,0.37
4.48133,-7.085191,9.308697,0.37
4.884563,-5.610957,10.18952,0.37
6.383106,-7.958864,11.693783,0.73
-12.598913,-1.069571,6.062807,0.77
-12.617502,-0.387505,4.773031,0.77
-13.415391,-1.785955,6.112854,0.37
-12.714736,-0.344608,6.864985,0.37
-11.656606,-1.594347,6.191499,0.37
-12.630373,0.158721,3.737778,0.73
-12.601773,-1.063852,6.054228,0.77
-12.618932,-0.383215,4.767311,0.77
-13.418251,-1.781665,6.099985,0.37
-12.713306,-0.333169,6.850686,0.37
-11.662325,-1.588627,6.185779,0.37
-12.633232,0.16587,3.733488,0.73
6.248695,-2.367926,-16.678439,0.77
6.926471,-2.327889,-15.387233,0.77
5.436508,-1.645822,-16.691309,0.37
5.844032,-3.361713,-16.851458,0.37
6.95078,-2.127701,-17.473468,0.37
7.471266,-2.296432,-14.350551,0.73
6.252985,-2.369356,-16.677009,0.77
6.930761,-2.327889,-15.382943,0.77
5.440797,-1.642963,-16.694169,0.37
5.848321,-3.360283,-16.848598,0.37
6.95221,-2.131991,-17.467748,0.37
7.472696,-2.293572,-14.341972,0.73
-1.69873,13.963045,5.395041,0.77
-1.422758,12.558877,5.681022,0.77
-2.553815,14.296214,5.977013,0.37
-1.917506,14.087447,4.338339,0.37
-0.835066,14.570756,5.653854,0.37
-1.202552,11.432109,5.909807,0.73
-1.69587,13.957326,5.395041,0.77
-1.421329,12.553157,5.682452,0.77
-2.548095,14.287634,5.974153,0.37
-1.914647,14.086018,4.339769,0.37
-0.830777,14.566467,5.649564,0.37
-1.198263,11.429249,5.912667,0.73
-12.766214,2.92845,7.914537,0.77
-14.144644,2.822637,8.384976,0.77
-12.272896,3.763516,8.406426,0.37
-12.754774,3.09289,6.840677,0.37
-12.225708,2.01331,8.140462,0.37
-15.248532,2.736843,8.761043,0.73
-12.770503,2.92702,7.917397,0.77
-14.147503,2.819777,8.386406,0.77
-12.277185,3.759226,8.412145,0.37
-12.759064,3.0886,6.839247,0.37
-12.234287,2.01188,8.146183,0.37
-15.252822,2.735413,8.762473,0.73
-5.726779,13.762859,-14.759504,0.77
-6.983667,14.103176,-15.42012,0.77
-5.888358,13.667055,-13.688503,0.37
-4.993237,14.545017,-14.938241,0.37
-5.346424,12.821979,-15.148438,0.37
-7.990321,14.374859,-15.950616,0.73
-5.731069,13.764289,-14.762364,0.77
-6.987957,14.104606,-15.42298,0.77
-5.886928,13.675634,-13.691363,0.37
-5.004676,14.546447,-14.936811,0.37
-5.350714,12.81769,-15.152728,0.37
-7.997473,14.377719,-15.949186,0.73
-13.165157,-13.015017,8.34065,0.77
-12.746193,-14.36199,8.718145,0.77
-12.335811,-12.324371,8.459332,0.37
-13.988784,-12.696147,8.974099,0.37
-13.489747,-13.006438,7.302537,0.37
-12.410167,-15.44157,9.019856,0.73
-13.163727,-13.017877,8.34208,0.77
-12.744763,-14.36485,8.718145,0.77
-12.331521,-12.324371,8.459332,0.37
-13.984495,-12.700437,8.968379,0.37
-13.492607,-13.006438,7.311116,0.37
-12.410167,-15.44443,9.018426,0.73
0.028598,-10.133753,-15.631747,0.77
0.047187,-11.344885,-14.815269,0.77
0.114393,-10.398286,-16.682729,0.37
0.860804,-9.491725,-15.357205,0.37
-0.902272,-9.596109,-15.474458,0.37
0.061486,-12.314362,-14.160372,0.73
0.030028,-10.139473,-15.631747,0.77
0.047187,-11.350605,-14.81384,0.77
0.112963,-10.405435,-16.682729,0.37
0.862234,-9.493155,-15.352916,0.37
-0.893692,-9.598969,-15.480177,0.37
0.060056,-12.328661,-14.157513,0.73
-8.02607,-15.018317,-12.574605,0.77
-9.425949,-14.948253,-12.167082,0.77
-7.961724,-15.144149,-13.651326,0.37
-7.542762,-15.861962,-12.088437,0.37
-7.511304,-14.103177,-12.291484,0.37
-10.548426,-14.891055,-11.841063,0.73
-8.02893,-15.016887,-12.571746,0.77
-9.430239,-14.946821,-12.165652,0.77
-7.963154,-15.142719,-13.649896,0.37
-7.545621,-15.859103,-12.085577,0.37
-7.517024,-14.103177,-12.290054,0.37
-10.555577,-14.892485,-11.839633,0.73
9.87494,13.679923,12.473081,0.77
9.870651,14.20756,13.832924,0.77
9.094211,14.160372,11.88825,0.37
9.696202,12.607494,12.493101,0.37
10.838698,13.870101,12.005502,0.37
9.866361,14.630812,14.923944,0.73
9.87637,13.678494,12.480232,0.77
9.870651,14.20899,13.838644,0.77
9.10136,14.156083,11.895399,0.37
9.699062,12.610353,12.50168,0.37
10.831549,13.864382,12.012652,0.37
9.866361,14.632242,14.928233,0.73
0.686356,-2.908432,-2.558104,0.77
0.829346,-1.84744,-1.564319,0.77
1.658693,-3.148656,-2.981356,0.37
0.022879,-2.579553,-3.353132,0.37
0.271682,-3.797834,-2.093384,0.37
0.943739,-0.998075,-0.76786,0.73
0.686356,-2.901282,-2.553815,0.77
0.830776,-1.84315,-1.561459,0.77
1.658693,-3.140077,-2.978496,0.37
0.024308,-2.578123,-3.344553,0.37
0.265963,-3.792114,-2.091954,0.37
0.945169,-0.993785,-0.765,0.73
6.496069,-10.868726,-4.92603,0.77
5.582358,-9.985043,-5.645274,0.77
6.128583,-11.889679,-4.966069,0.37
6.568994,-10.557007,-3.886488,0.37
7.484135,-10.828689,-5.379311,0.37
4.851676,-9.277239,-6.221527,0.73
6.494639,-10.860146,-4.93032,0.77
5.579499,-9.982184,-5.648134,0.77
6.131443,-11.866801,-4.967499,0.37
6.564705,-10.545566,-3.890778,0.37
7.482705,-10.825829,-5.382171,0.37
4.847386,-9.275809,-6.224387,0.73
9.455977,2.962768,-11.196175,0.77
10.454052,1.906067,-11.327726,0.77
9.88495,3.915086,-11.496455,0.37
9.127099,3.031404,-10.162351,0.37
8.598033,2.743992,-11.826764,0.37
11.2548,1.059561,-11.43497,0.73
9.457407,2.957048,-11.193315,0.77
10.458342,1.900347,-11.326296,0.77
9.886379,3.906507,-11.490735,0.37
9.132819,3.024254,-10.162351,0.37
8.603753,2.742562,-11.826764,0.37
11.259091,1.049552,-11.43211,0.73
-12.218558,-3.783535,-0.812188,0.77
-11.821044,-5.09619,-0.311721,0.77
-12.335811,-3.822142,-1.891768,0.37
-11.457848,-3.048563,-0.563384,0.37
-13.162297,-3.486115,-0.363197,0.37
-11.502174,-6.147171,0.090083,0.73
-12.217128,-3.789254,-0.809328,0.77
-11.819615,-5.09905,-0.310291,0.77
-12.335811,-3.826431,-1.877468,0.37
-11.459278,-3.062861,-0.560524,0.37
-13.163727,-3.491834,-0.370346,0.37
-11.503604,-6.15432,0.091513,0.73
-7.09091,-3.317385,-14.393448,0.77
-8.525108,-3.240171,-14.128915,0.77
-6.867845,-4.223947,-14.949682,0.37
-6.544687,-3.331684,-13.453998,0.37
-6.774902,-2.455151,-14.97542,0.37
-9.674753,-3.178684,-13.917288,0.73
-7.09806,-3.313095,-14.394877,0.77
-8.530827,-3.237311,-14.130345,0.77
-6.873564,-4.215368,-14.955402,0.37
-6.551836,-3.323104,-13.455428,0.37
-6.783481,-2.455151,-14.97685,0.37
-9.683332,-3.175824,-13.924438,0.73
-7.253919,-13.828634,-2.569543,0.77
-7.627127,-13.123691,-1.346973,0.77
-7.678603,-14.82957,-2.560964,0.37
-6.171481,-13.902989,-2.63532,0.37
-7.627127,-13.290989,-3.436067,0.37
-7.927406,-12.558877,-0.367486,0.73
-7.256779,-13.825774,-2.562394,0.77
-7.631416,-13.122261,-1.342683,0.77
-7.680033,-14.818129,-2.552385,0.37
-6.172911,-13.902989,-2.6296,0.37
-7.631416,-13.28527,-3.428918,0.37
-7.928836,-12.551727,-0.358907,0.73
5.09333,-9.184294,14.546447,0.77
3.689161,-9.039874,14.173241,0.77
5.447947,-8.263435,15.002588,0.37
5.688171,-9.395921,13.661335,0.37
5.204863,-10.000772,15.254252,0.37
2.563824,-8.924052,13.874391,0.73
5.086181,-9.182865,14.545017,0.77
3.682011,-9.038444,14.171812,0.77
5.446517,-8.272014,15.004018,0.37
5.682452,-9.397351,13.665625,0.37
5.200573,-9.992193,15.252822,0.37
2.555245,-8.922622,13.867241,0.73
-2.415114,11.795305,-6.291593,0.77
-3.274488,12.866307,-6.789201,0.77
-2.60672,10.881595,-6.847826,0.37
-2.61673,11.620857,-5.239181,0.37
-1.371281,12.072708,-6.413135,0.37
-3.963702,13.724251,-7.186715,0.73
-2.416544,11.799595,-6.293023,0.77
-3.275918,12.867736,-6.790631,0.77
-2.602431,10.888744,-6.850686,0.37
-2.61673,11.623717,-5.234891,0.37
-1.37557,12.076998,-6.415995,0.37
-3.966564,13.725681,-7.188144,0.73
7.990322,-14.852448,3.780675,0.77
9.204314,-14.103177,4.089535,0.77
7.907388,-14.992579,2.705385,0.37
7.119509,-14.307653,4.136722,0.37
8.02178,-15.826214,4.263984,0.37
10.176651,-13.502616,4.336909,0.73
7.997472,-14.849588,3.783535,0.77
9.208603,-14.100317,4.089535,0.77
7.918827,-14.991149,2.711104,0.37
7.129518,-14.306223,4.142442,0.37
8.02607,-15.821925,4.262554,0.37
10.18237,-13.499756,4.335479,0.73
-4.279713,-13.484027,14.324812,0.77
-5.117639,-14.107467,13.303858,0.77
-4.396965,-12.404447,14.286204,0.37
-3.237311,-13.735691,14.148933,0.37
-4.571413,-13.838643,15.310018,0.37
-5.788264,-14.606504,12.484521,0.73
-4.281142,-13.486887,14.319093,0.77
-5.119068,-14.108897,13.299568,0.77
-4.396965,-12.418746,14.279055,0.37
-3.237311,-13.735691,14.144644,0.37
-4.574273,-13.842932,15.305729,0.37
-5.791124,-14.605074,12.477372,0.73
6.79492,-4.477041,7.601387,0.77
5.442227,-4.125283,8.02607,0.77
6.856406,-5.54661,7.421219,0.37
7.507014,-4.203927,8.374967,0.37
7.043724,-3.946544,6.684817,0.37
4.359788,-3.843592,8.367818,0.73
6.7892,-4.474181,7.602817,0.77
5.437938,-4.123853,8.0275,0.77
6.853546,-5.53803,7.426939,0.37
7.501294,-4.203927,8.370678,0.37
7.039434,-3.939394,6.687677,0.37
4.348349,-3.843592,8.370678,0.73
-9.666173,10.485511,-8.284883,0.77
-10.822969,9.842052,-8.904033,0.77
-9.956446,10.928782,-7.336854,0.37
-9.282958,11.263381,-8.93978,0.37
-8.884015,9.750538,-8.110434,0.37
-11.748118,9.327286,-9.400211,0.73
-9.667603,10.479791,-8.287743,0.77
-10.824399,9.839192,-8.905463,0.77
-9.956446,10.924492,-7.336854,0.37
-9.281529,11.261951,-8.93835,0.37
-8.886875,9.744819,-8.117585,0.37
-11.752408,9.325856,-9.401641,0.73
15.687515,-1.501402,-7.236761,0.77
14.256177,-1.349832,-6.989387,0.77
15.869112,-1.587197,-8.304902,0.37
16.055001,-2.395096,-6.740583,0.37
16.223729,-0.636308,-6.853546,0.37
13.109391,-1.22829,-6.792061,0.73
15.681795,-1.498542,-7.23819,0.77
14.250457,-1.348403,-6.989387,0.77
15.869112,-1.584337,-8.303472,0.37
16.04356,-2.389376,-6.746302,0.37
16.223729,-0.640598,-6.853546,0.37
13.099382,-1.225431,-6.79492,0.73
8.595173,9.995053,-6.268713,0.77
9.468846,9.052743,-6.960789,0.77
7.744378,10.240997,-6.899304,0.37
9.142828,10.905904,-6.04136,0.37
8.236266,9.554641,-5.342134,0.37
10.169501,8.297752,-7.517024,0.73
8.598033,9.990763,-6.270143,0.77
9.471706,9.048454,-6.963649,0.77
7.744378,10.236707,-6.896444,0.37
9.144258,10.898754,-6.037068,0.37
8.241986,9.557501,-5.347854,0.37
10.172361,8.290603,-7.521313,0.73
-11.000277,-13.348185,-5.006106,0.77
-12.374417,-13.837213,-5.071882,0.77
-10.903043,-12.441624,-5.598088,0.37
-10.321072,-14.101747,-5.39647,0.37
-10.732885,-13.12941,-3.975143,0.37
-13.475446,-14.229009,-5.123358,0.73
-11.004567,-13.353904,-5.003246,0.77
-12.377277,-13.841502,-5.070452,0.77
-10.901613,-12.457353,-5.600947,0.37
-10.335371,-14.104607,-5.39361,0.37
-10.735744,-13.1337,-3.969424,0.37
-13.478306,-14.231869,-5.120498,0.73
-9.148547,-7.24105,-12.647531,0.77
-7.941705,-6.854976,-13.373924,0.77
-9.996483,-7.258209,-13.326736,0.37
-9.343015,-6.524666,-11.852502,0.37
-9.018426,-8.229116,-12.212839,0.37
-6.975088,-6.546117,-13.955895,0.73
-9.139968,-7.236761,-12.648961,0.77
-7.935986,-6.853546,-13.376784,0.77
-9.987903,-7.24963,-13.328166,0.37
-9.338726,-6.521807,-11.855362,0.37
-9.006987,-8.224826,-12.209979,0.37
-6.967938,-6.543257,-13.957325,0.73
-5.375022,-1.171095,-11.276249,0.77
-4.664357,-0.274542,-10.369688,0.77
-5.915526,-0.591982,-12.01837,0.37
-6.081396,-1.777376,-10.714296,0.37
-4.668647,-1.825992,-11.779578,0.37
-4.093826,0.444702,-9.644725,0.73
-5.376452,-1.165375,-11.276249,0.77
-4.661498,-0.270252,-10.369688,0.77
-5.918387,-0.587692,-12.01837,0.37
-6.084256,-1.770226,-10.718586,0.37
-4.670077,-1.817412,-11.779578,0.37
-4.085244,0.450421,-9.646155,0.73
12.876316,-3.714898,8.086127,0.77
14.103176,-3.161525,7.521313,0.77
13.065063,-4.714405,8.470771,0.37
12.108455,-3.767806,7.318266,0.37
12.524558,-3.08288,8.898314,0.37
15.086952,-2.719683,7.068032,0.73
12.884895,-3.716328,8.080406,0.77
14.110326,-3.162955,7.518453,0.77
13.072213,-4.715835,8.462192,0.37
12.119895,-3.767806,7.315406,0.37
12.538858,-3.090029,8.888304,0.37
15.094102,-2.725403,7.068032,0.73
13.631307,-10.619922,12.335811,0.77
12.556017,-11.58225,12.112746,0.77
14.466373,-10.841558,11.676623,0.37
13.967335,-10.675687,13.368204,0.37
13.27526,-9.613268,12.131334,0.37
11.693783,-12.352969,11.935437,0.73
13.625587,-10.624212,12.33867,0.77
12.553157,-11.586539,12.112746,0.77
14.457793,-10.844418,11.680913,0.37
13.960186,-10.678549,13.372493,0.37
13.27669,-9.621847,12.132764,0.37
11.695213,-12.357259,11.934007,0.73
-10.857287,-3.666282,10.782932,0.77
-11.123249,-4.028049,9.394491,0.77
-10.146622,-2.844085,10.820109,0.37
-10.442614,-4.519937,11.313427,0.37
-11.779578,-3.360283,11.2691,0.37
-11.337736,-4.31832,8.280594,0.73
